,timestamp,ent,type,new_ent
686,2024-06-28,manage multiple tasks simultaneously,S_SKILL,MANAGE MULTIPLE TASKS SIMULTANEOUSLY
686,2024-06-28,written and oral communications skills,S_SKILL,COMMUNICATION
686,2024-06-28,build strong and effective working relationships,H_SKILL,BUILD STRONG AND EFFECTIVE WORKING RELATIONSHIPS
686,2024-06-28,work under pressure,S_SKILL,WORK UNDER PRESSURE
686,2024-06-28,manage multiple projects,S_SKILL,MANAGE MULTIPLE PROJECTS
686,2024-06-28,Perkbox,LANG_FRAM,PERKBOX
686,2024-06-28,manage,S_SKILL,MANAGE
686,2024-06-28,prioritise,S_SKILL,PRIORITISE
686,2024-06-28,confidence,S_SKILL,CONFIDENCE
687,2024-06-28,Python,LANG_FRAM,PYTHON
687,2024-06-28,AI,LANG_FRAM,AI
687,2024-06-28,AI,LANG_FRAM,AI
687,2024-06-28,Provide technical vision and leadership,H_SKILL,PROVIDE TECHNICAL VISION AND LEADERSHIP
687,2024-06-28,run aspects,H_SKILL,RUN ASPECTS
687,2024-06-28,Report status,S_SKILL,REPORT STATUS
687,2024-06-28,-end technical architecture and dependency systems,H_SKILL,-END TECHNICAL ARCHITECTURE AND DEPENDENCY SYSTEMS
687,2024-06-28,coding,H_SKILL,CODING/PROGRAMMING
687,2024-06-28,Mentor,S_SKILL,MENTOR
687,2024-06-28,guide new and less,S_SKILL,GUIDE NEW AND LESS
687,2024-06-28,Bachelor’s degree,REQUIREMENT,BACHELOR'S
687,2024-06-28,Python,LANG_FRAM,PYTHON
687,2024-06-28,Java,LANG_FRAM,JAVA
687,2024-06-28,Scala,LANG_FRAM,SCALA
687,2024-06-28,LLMs,LANG_FRAM,LLMS
687,2024-06-28,Windows,LANG_FRAM,WINDOWS
687,2024-06-28,Linux,LANG_FRAM,LINUX
687,2024-06-28,performant code,H_SKILL,PERFORMANT CODE
687,2024-06-28,perform debugging,H_SKILL,PERFORM DEBUGGING
687,2024-06-28,coding,H_SKILL,CODING/PROGRAMMING
687,2024-06-28,Gitflow,LANG_FRAM,"VERSION CONTROL (GIT, GITHUB, GITLAB, ETC.)"
687,2024-06-28,peer reviews,H_SKILL,PEER REVIEWS
687,2024-06-28,CI/CD,H_SKILL,CI/CD
687,2024-06-28,Jenkins,LANG_FRAM,JENKINS
687,2024-06-28,collaborate,S_SKILL,COLLABORATION AND TEAMWORK
687,2024-06-28,API,LANG_FRAM,"APIS (SOAP, REST, ETC.)"
687,2024-06-28,API,LANG_FRAM,"APIS (SOAP, REST, ETC.)"
687,2024-06-28,measure code quality,H_SKILL,MEASURE CODE QUALITY
687,2024-06-28,collaborate,S_SKILL,COLLABORATION AND TEAMWORK
687,2024-06-28,communication and collaboration skills,S_SKILL,COLLABORATION AND TEAMWORK
687,2024-06-28,work independently,S_SKILL,INDEPENDENT WORKING
687,2024-06-28,part of a team,S_SKILL,COLLABORATION AND TEAMWORK
687,2024-06-28,cloud,LANG_FRAM,"CLOUD (GC, AWS, AZURE, ETC.)"
687,2024-06-28,AWS,LANG_FRAM,"CLOUD (GC, AWS, AZURE, ETC.)"
687,2024-06-28,Azure,LANG_FRAM,"CLOUD (GC, AWS, AZURE, ETC.)"
687,2024-06-28,Databricks,LANG_FRAM,DATABRICKS
687,2024-06-28,Ensure the confidentiality and integrity of the information being accessed;,H_SKILL,ENSURE THE CONFIDENTIALITY AND INTEGRITY OF THE INFORMATION BEING ACCESSED;
688,2024-06-28,dynamic,S_SKILL,DYNAMIC
688,2024-06-28,motivated,S_SKILL,DRIVEN AND MOTIVATED
688,2024-06-28,Lead,S_SKILL,LEADERSHIP
688,2024-06-28,Create and own all HLD,H_SKILL,CREATE AND OWN ALL HLD
688,2024-06-28,Provide technical input,H_SKILL,PROVIDE TECHNICAL INPUT
688,2024-06-28,Provide technical guidance,H_SKILL,PROVIDE TECHNICAL GUIDANCE
688,2024-06-28,Provide technical oversight,H_SKILL,PROVIDE TECHNICAL OVERSIGHT
688,2024-06-28,recommend updates and enhancements,H_SKILL,RECOMMEND UPDATES AND ENHANCEMENTS
688,2024-06-28,identify areas for improvement,H_SKILL,IDENTIFY AREAS FOR IMPROVEMENT
688,2024-06-28,ITSM,H_SKILL,ITSM
688,2024-06-28,REST,LANG_FRAM,REST
688,2024-06-28,API,LANG_FRAM,"APIS (SOAP, REST, ETC.)"
688,2024-06-28,provide technical governance,H_SKILL,PROVIDE TECHNICAL GOVERNANCE
688,2024-06-28,data modelling,H_SKILL,DATA MODELLING
688,2024-06-28,APIs,LANG_FRAM,"APIS (SOAP, REST, ETC.)"
688,2024-06-28,developing and maintaining architectural roadmaps,H_SKILL,DEVELOPING AND MAINTAINING ARCHITECTURAL ROADMAPS
688,2024-06-28,communication skills,S_SKILL,COMMUNICATION
688,2024-06-28,offering guidance on prototyping and accelerating time,H_SKILL,OFFERING GUIDANCE ON PROTOTYPING AND ACCELERATING TIME
688,2024-06-28,Agile Methodology,H_SKILL,AGILE
688,2024-06-28,ITIL,LANG_FRAM,ITIL
688,2024-06-28,ITIL v3/4,REQUIREMENT,ITIL
689,2024-06-28,Microsoft Mesh,LANG_FRAM,MICROSOFT MESH
689,2024-06-28,AI,LANG_FRAM,AI
689,2024-06-28,Microsoft Mesh,LANG_FRAM,MICROSOFT MESH
689,2024-06-28,AI,LANG_FRAM,AI
689,2024-06-28,holoported,S_SKILL,HOLOPORTED
689,2024-06-28,3D communication,H_SKILL,3D COMMUNICATION
689,2024-06-28,computer vision,H_SKILL,COMPUTER VISION
689,2024-06-28,machine learning,LANG_FRAM,MACHINE LEARNING
689,2024-06-28,collaborate,S_SKILL,COLLABORATION AND TEAMWORK
689,2024-06-28,build best solutions for our customers,H_SKILL,BUILD BEST SOLUTIONS FOR OUR CUSTOMERS
689,2024-06-28,joyful collaborations,S_SKILL,COLLABORATION AND TEAMWORK
689,2024-06-28,passionate,S_SKILL,PASSION AND ENTHUSIASM
689,2024-06-28,growth mindset,S_SKILL,GROWTH MINDSET
689,2024-06-28,collaboration,S_SKILL,COLLABORATION AND TEAMWORK
689,2024-06-28,AI,LANG_FRAM,AI
689,2024-06-28,Avatars,LANG_FRAM,AVATARS
689,2024-06-28,Microsoft Mesh,LANG_FRAM,MICROSOFT MESH
689,2024-06-28,Collaborate,S_SKILL,COLLABORATION AND TEAMWORK
689,2024-06-28,code development,H_SKILL,CODE DEVELOPMENT
689,2024-06-28,curious,S_SKILL,CURIOUS
689,2024-06-28,Bachelor's degree,REQUIREMENT,BACHELOR'S
689,2024-06-28,Python,LANG_FRAM,PYTHON
689,2024-06-28,C#,LANG_FRAM,C#
689,2024-06-28,Javascript,LANG_FRAM,JAVASCRIPT
689,2024-06-28,Typescript,LANG_FRAM,TYPESCRIPT
689,2024-06-28,C++,LANG_FRAM,C++
689,2024-06-28,Rust,LANG_FRAM,RUST
689,2024-06-28,working with computer vision,H_SKILL,WORKING WITH COMPUTER VISION
689,2024-06-28,AI,LANG_FRAM,AI
689,2024-06-28,machine learning,LANG_FRAM,MACHINE LEARNING
689,2024-06-28,Azure DevOps,LANG_FRAM,AZURE DEVOPS
689,2024-06-28,GitHub Actions,LANG_FRAM,"VERSION CONTROL (GIT, GITHUB, GITLAB, ETC.)"
689,2024-06-28,CI/CD,H_SKILL,CI/CD
689,2024-06-28,integrate end-,H_SKILL,INTEGRATE END-
689,2024-06-28,-end real time,H_SKILL,-END REAL TIME
689,2024-06-28,PC games,LANG_FRAM,PC GAMES
689,2024-06-28,Unity 3D,H_SKILL,UNITY 3D
689,2024-06-28,Microsoft Mesh,LANG_FRAM,MICROSOFT MESH
690,2024-06-28,Jun.,LANG_FRAM,JUN.
690,2024-06-28,time,S_SKILL,TIME MANAGEMENT
690,2024-06-28,collaborative,S_SKILL,COLLABORATION AND TEAMWORK
690,2024-06-28,splitting time,S_SKILL,TIME MANAGEMENT
690,2024-06-28,problem-solving,S_SKILL,ANALYTICAL THINKING AND PROBLEM SOLVING
690,2024-06-28,Collaborating,S_SKILL,COLLABORATION AND TEAMWORK
690,2024-06-28,developing,H_SKILL,DEVELOPMENT
690,2024-06-28,"Designing, deploying, and maintaining distributed, multi-region, highly scalable, and reliable services",H_SKILL,"DESIGNING, DEPLOYING, AND MAINTAINING DISTRIBUTED, MULTI-REGION, HIGHLY SCALABLE, AND RELIABLE SERVICES"
690,2024-06-28,Machine Learning,LANG_FRAM,MACHINE LEARNING
690,2024-06-28,passion,S_SKILL,PASSION AND ENTHUSIASM
690,2024-06-28,source code management,H_SKILL,SOURCE CODE MANAGEMENT
690,2024-06-28,build and release processes,H_SKILL,BUILD AND RELEASE PROCESSES
690,2024-06-28,MLOps,H_SKILL,MLOPS
690,2024-06-28,Python,LANG_FRAM,PYTHON
690,2024-06-28,Linux,LANG_FRAM,LINUX
690,2024-06-28,application protocols,H_SKILL,APPLICATION PROTOCOLS
690,2024-06-28,NFS,LANG_FRAM,NFS
690,2024-06-28,NoSQL,LANG_FRAM,NOSQL
690,2024-06-28,MySQL,LANG_FRAM,MYSQL
690,2024-06-28,PostgreSQL,LANG_FRAM,POSTGRESQL
690,2024-06-28,MongoDB,LANG_FRAM,MONGODB
690,2024-06-28,Redis,LANG_FRAM,REDIS
690,2024-06-28,Cassandra and,LANG_FRAM,CASSANDRA AND
690,2024-06-28,Elasticsearch,LANG_FRAM,ELASTICSEARCH
690,2024-06-28,building and operating,H_SKILL,BUILDING AND OPERATING
690,2024-06-28,Kubernetes,LANG_FRAM,KUBERNETES
690,2024-06-28,Terraform,LANG_FRAM,TERRAFORM
690,2024-06-28,Ansible,H_SKILL,ANSIBLE
690,2024-06-28,CI/CD,H_SKILL,CI/CD
690,2024-06-28,ELK stack,H_SKILL,ELK STACK
690,2024-06-28,Prometheus,LANG_FRAM,PROMETHEUS
690,2024-06-28,Grafana,LANG_FRAM,GRAFANA
690,2024-06-28,Datadog,LANG_FRAM,DATADOG
690,2024-06-28,Knowledge of or expertise,H_SKILL,KNOWLEDGE OF OR EXPERTISE
690,2024-06-28,designing and implementing distributed systems,H_SKILL,DESIGNING AND IMPLEMENTING DISTRIBUTED SYSTEMS
690,2024-06-28,BS,REQUIREMENT,BACHELOR'S
690,2024-06-28,advanced degree,REQUIREMENT,ADVANCED DEGREE
691,2024-06-28,disseminate current,H_SKILL,DISSEMINATE CURRENT
691,2024-06-28,bachelor’s degree,REQUIREMENT,BACHELOR'S
691,2024-06-28,intelligence analysis,H_SKILL,INTELLIGENCE ANALYSIS
691,2024-06-28,collection and analytical methodologies,H_SKILL,COLLECTION AND ANALYTICAL METHODOLOGIES
691,2024-06-28,present information,S_SKILL,PRESENT INFORMATION
691,2024-06-28,reports,S_SKILL,REPORTS
691,2024-06-28,"research, analytical,",H_SKILL,"RESEARCH, ANALYTICAL,"
691,2024-06-28,writing,S_SKILL,WRITING
691,2024-06-28,quickly adapt to the external environment,S_SKILL,QUICKLY ADAPT TO THE EXTERNAL ENVIRONMENT
691,2024-06-28,customer service focus,S_SKILL,CUSTOMER SERVICE FOCUS
691,2024-06-28,build and maintain trusting relationships,H_SKILL,BUILD AND MAINTAIN TRUSTING RELATIONSHIPS
691,2024-06-28,effectively manage multiple projects,S_SKILL,EFFECTIVELY MANAGE MULTIPLE PROJECTS
692,2024-06-28,develop,H_SKILL,DEVELOPMENT
692,2024-06-28,Tableau,LANG_FRAM,TABLEAU
692,2024-06-28,"Develop, design and maintain HR dashboards",H_SKILL,"DEVELOP, DESIGN AND MAINTAIN HR DASHBOARDS"
692,2024-06-28,Tableau,LANG_FRAM,TABLEAU
692,2024-06-28,Collaborate,S_SKILL,COLLABORATION AND TEAMWORK
692,2024-06-28,data validation,H_SKILL,DATA VALIDATION
692,2024-06-28,Provide training,S_SKILL,PROVIDE TRAINING
692,2024-06-28,Tableau,LANG_FRAM,TABLEAU
692,2024-06-28,updated with the latest,H_SKILL,UPDATED WITH THE LATEST
692,2024-06-28,Tableau,LANG_FRAM,TABLEAU
692,2024-06-28,data integration and availability,H_SKILL,DATA INTEGRATION AND AVAILABILITY
692,2024-06-28,SQL,LANG_FRAM,SQL
692,2024-06-28,data analysis,H_SKILL,DATA ANALYSIS
692,2024-06-28,Develop,H_SKILL,DEVELOPMENT
692,2024-06-28,advanced analytics,H_SKILL,ADVANCED ANALYTICS
692,2024-06-28,target data mappings,H_SKILL,TARGET DATA MAPPINGS
692,2024-06-28,R,LANG_FRAM,R
692,2024-06-28,Python,LANG_FRAM,PYTHON
692,2024-06-28,"ETL, data processing",H_SKILL,"ETL, DATA PROCESSING"
692,2024-06-28,Master’s degree,REQUIREMENT,MASTER'S
692,2024-06-28,data analytics,H_SKILL,DATA ANALYTICS
692,2024-06-28,data visualisation,H_SKILL,DATA VISUALISATION
692,2024-06-28,Tableau,LANG_FRAM,TABLEAU
692,2024-06-28,portfolio,REQUIREMENT,PORTFOLIO
692,2024-06-28,HRIS systems,LANG_FRAM,HRIS SYSTEMS
692,2024-06-28,SQL,LANG_FRAM,SQL
692,2024-06-28,analytics programming languages,H_SKILL,CODING/PROGRAMMING
692,2024-06-28,R,LANG_FRAM,R
692,2024-06-28,Python,LANG_FRAM,PYTHON
692,2024-06-28,understanding of database architectures,H_SKILL,UNDERSTANDING OF DATABASE ARCHITECTURES
692,2024-06-28,ETL,LANG_FRAM,ETL
693,2024-06-28,analyse and resolve functional issues,H_SKILL,ANALYSE AND RESOLVE FUNCTIONAL ISSUES
693,2024-06-28,perform testing,H_SKILL,TESTING
693,2024-06-28,testing,H_SKILL,TESTING
693,2024-06-28,analytical,S_SKILL,ANALYTICAL THINKING AND PROBLEM SOLVING
693,2024-06-28,problem,S_SKILL,ANALYTICAL THINKING AND PROBLEM SOLVING
693,2024-06-28,solving,S_SKILL,ANALYTICAL THINKING AND PROBLEM SOLVING
693,2024-06-28,communication skills,S_SKILL,COMMUNICATION
693,2024-06-28,ability to work effectively,S_SKILL,ABILITY TO WORK EFFECTIVELY
693,2024-06-28,Bachelor’s degree,REQUIREMENT,BACHELOR'S
693,2024-06-28,leadership,S_SKILL,LEADERSHIP
693,2024-06-28,innovative,S_SKILL,INNOVATIVE
693,2024-06-28,Collaboration,S_SKILL,COLLABORATION AND TEAMWORK
694,2024-06-28,create content,H_SKILL,CREATE CONTENT
694,2024-06-28,virtualization technologies,H_SKILL,VIRTUALIZATION TECHNOLOGIES
694,2024-06-28,Cloud Native,LANG_FRAM,"CLOUD (GC, AWS, AZURE, ETC.)"
694,2024-06-28,SDN,LANG_FRAM,SDN
694,2024-06-28,NFV,LANG_FRAM,NFV
694,2024-06-28,optimization of system software and libraries,H_SKILL,OPTIMIZATION OF SYSTEM SOFTWARE AND LIBRARIES
694,2024-06-28,collaborative,S_SKILL,COLLABORATION AND TEAMWORK
694,2024-06-28,generation hardware and software,H_SKILL,GENERATION HARDWARE AND SOFTWARE
694,2024-06-28,development of operating systems,H_SKILL,DEVELOPMENT OF OPERATING SYSTEMS
694,2024-06-28,Linux,LANG_FRAM,LINUX
694,2024-06-28,"design, develop and deploy a range of complex software solutions",H_SKILL,"DESIGN, DEVELOP AND DEPLOY A RANGE OF COMPLEX SOFTWARE SOLUTIONS"
694,2024-06-28,Linux,LANG_FRAM,LINUX
694,2024-06-28,"build and run large-scale, massively distributed, fault-tolerant systems",H_SKILL,"BUILD AND RUN LARGE-SCALE, MASSIVELY DISTRIBUTED, FAULT-TOLERANT SYSTEMS"
694,2024-06-28,AIOps,H_SKILL,AIOPS
694,2024-06-28,trouble shooting,H_SKILL,TROUBLE SHOOTING
694,2024-06-28,C,LANG_FRAM,C
694,2024-06-28,C++,LANG_FRAM,C++
694,2024-06-28,Python,LANG_FRAM,PYTHON
694,2024-06-28,golang,LANG_FRAM,GOLANG
694,2024-06-28,rust,LANG_FRAM,RUST
694,2024-06-28,cuda,LANG_FRAM,CUDA
694,2024-06-28,Linux,LANG_FRAM,LINUX
694,2024-06-28,NVlink,LANG_FRAM,NVLINK
694,2024-06-28,LLM,LANG_FRAM,LLM
694,2024-06-28,data structure and algorithm,H_SKILL,DATA STRUCTURE AND ALGORITHM
694,2024-06-28,multithreading programming,H_SKILL,CODING/PROGRAMMING
694,2024-06-28,multithreading program performance optimization,H_SKILL,MULTITHREADING PROGRAM PERFORMANCE OPTIMIZATION
694,2024-06-28,work in teams,S_SKILL,COLLABORATION AND TEAMWORK
694,2024-06-28,code performance optimization,H_SKILL,CODE PERFORMANCE OPTIMIZATION
694,2024-06-28,network,H_SKILL,NETWORK
694,2024-06-28,storage,H_SKILL,STORAGE
694,2024-06-28,memory management,H_SKILL,MEMORY MANAGEMENT
694,2024-06-28,process scheduling,H_SKILL,PROCESS SCHEDULING
694,2024-06-28,server hardware architecture,H_SKILL,SERVER HARDWARE ARCHITECTURE
695,2024-06-28,Machine,LANG_FRAM,MACHINE
695,2024-06-28,operability testing,H_SKILL,TESTING
695,2024-06-28,Maintain,H_SKILL,MAINTENANCE
695,2024-06-28,python,LANG_FRAM,PYTHON
695,2024-06-28,Bachelor’s degree,REQUIREMENT,BACHELOR'S
695,2024-06-28,Master’s degree,REQUIREMENT,MASTER'S
695,2024-06-28,team-player,S_SKILL,COLLABORATION AND TEAMWORK
695,2024-06-28,written and verbal communication,S_SKILL,COMMUNICATION
695,2024-06-28,willingness to get involved,S_SKILL,WILLINGNESS TO GET INVOLVED
695,2024-06-28,Willingness to travel,S_SKILL,WILLINGNESS TO TRAVEL
695,2024-06-28,interpersonal relationships,S_SKILL,INTERPERSONAL SKILLS
695,2024-06-28,leadership,S_SKILL,LEADERSHIP
696,2024-06-28,customer centric company to partner,S_SKILL,CUSTOMER CENTRIC COMPANY TO PARTNER
696,2024-06-28,exploratory deep dives into members,H_SKILL,EXPLORATORY DEEP DIVES INTO MEMBERS
696,2024-06-28,produce and deliver presentations,S_SKILL,PRODUCE AND DELIVER PRESENTATIONS
696,2024-06-28,advanced analytics techniques,H_SKILL,ADVANCED ANALYTICS TECHNIQUES
696,2024-06-28,statistical knowledge,H_SKILL,STATISTICAL KNOWLEDGE
696,2024-06-28,handling skills,S_SKILL,HANDLING SKILLS
696,2024-06-28,decision,S_SKILL,DECISION
696,2024-06-28,communicating,S_SKILL,COMMUNICATION
696,2024-06-28,Bachelor's degree,REQUIREMENT,BACHELOR'S
696,2024-06-28,Master’s degree,REQUIREMENT,MASTER'S
696,2024-06-28,PhD,REQUIREMENT,PHD
696,2024-06-28,degree,REQUIREMENT,DEGREE
696,2024-06-28,SQL,LANG_FRAM,SQL
696,2024-06-28,R,LANG_FRAM,R
696,2024-06-28,PySpark,LANG_FRAM,PYSPARK
696,2024-06-28,Python,LANG_FRAM,PYTHON
696,2024-06-28,willingness to learn,S_SKILL,WILLING TO LEARN
696,2024-06-28,collaborating,S_SKILL,COLLABORATION AND TEAMWORK
697,2024-06-28,advanced features,H_SKILL,ADVANCED FEATURES
697,2024-06-28,Support management on business developmentOutreach potential business partners by liaising,H_SKILL,SUPPORT MANAGEMENT ON BUSINESS DEVELOPMENTOUTREACH POTENTIAL BUSINESS PARTNERS BY LIAISING
697,2024-06-28,Provide actionable insights,H_SKILL,PROVIDE ACTIONABLE INSIGHTS
697,2024-06-28,Bachelor's degree,REQUIREMENT,BACHELOR'S
697,2024-06-28,motivated,S_SKILL,DRIVEN AND MOTIVATED
697,2024-06-28,hardworking,S_SKILL,HARDWORKING
697,2024-06-28,verbal and written communication skills,S_SKILL,COMMUNICATION
697,2024-06-28,passionate,S_SKILL,PASSION AND ENTHUSIASM
697,2024-06-28,cryptocurrency,LANG_FRAM,CRYPTOCURRENCY
697,2024-06-28,navigation improvements,H_SKILL,NAVIGATION IMPROVEMENTS
697,2024-06-28,keen eye for detail,S_SKILL,KEEN EYE FOR DETAIL
697,2024-06-28,analytical acumen,S_SKILL,ANALYTICAL THINKING AND PROBLEM SOLVING
697,2024-06-28,problem,S_SKILL,ANALYTICAL THINKING AND PROBLEM SOLVING
697,2024-06-28,passionate,S_SKILL,PASSION AND ENTHUSIASM
697,2024-06-28,blockchain,LANG_FRAM,BLOCKCHAIN
698,2024-06-28,software knowledge,H_SKILL,SOFTWARE KNOWLEDGE
698,2024-06-28,"time graphics, VR/AR, parallel computing",H_SKILL,"TIME GRAPHICS, VR/AR, PARALLEL COMPUTING"
698,2024-06-28,deep learning,H_SKILL,DEEP LEARNING
698,2024-06-28,building emulation models,H_SKILL,BUILDING EMULATION MODELS
698,2024-06-28,debugging test cases,H_SKILL,DEBUGGING TEST CASES
698,2024-06-28,resolving environment issues,H_SKILL,RESOLVING ENVIRONMENT ISSUES
698,2024-06-28,driving emulation,H_SKILL,DRIVING EMULATION
698,2024-06-28,work with other emulation team members,S_SKILL,COLLABORATION AND TEAMWORK
698,2024-06-28,software teams,H_SKILL,SOFTWARE TEAMS
698,2024-06-28,power characteristics,LANG_FRAM,POWER CHARACTERISTICS
698,2024-06-28,cutting edge methodologies for HW/SW co-verification,H_SKILL,CUTTING EDGE METHODOLOGIES FOR HW/SW CO-VERIFICATION
698,2024-06-28,SystemVerilog RTL design/Test Bench Ability,LANG_FRAM,SYSTEMVERILOG RTL DESIGN/TEST BENCH ABILITY
698,2024-06-28,Python,LANG_FRAM,PYTHON
698,2024-06-28,C,LANG_FRAM,C
698,2024-06-28,C++,LANG_FRAM,C++
698,2024-06-28,Understanding of emulation build,H_SKILL,UNDERSTANDING OF EMULATION BUILD
698,2024-06-28,run and debug,H_SKILL,RUN AND DEBUG
698,2024-06-28,BSc,REQUIREMENT,BACHELOR'S
698,2024-06-28,MSc,REQUIREMENT,MASTER'S
698,2024-06-28,BEng,REQUIREMENT,BACHELOR'S
698,2024-06-28,MEng,REQUIREMENT,MASTER'S
699,2024-06-28,"designing, developing, and maintaining new capability",H_SKILL,"DESIGNING, DEVELOPING, AND MAINTAINING NEW CAPABILITY"
699,2024-06-28,collaborate,S_SKILL,COLLABORATION AND TEAMWORK
699,2024-06-28,Python,LANG_FRAM,PYTHON
699,2024-06-28,Java,LANG_FRAM,JAVA
699,2024-06-28,Python,LANG_FRAM,PYTHON
699,2024-06-28,Java,LANG_FRAM,JAVA
699,2024-06-28,Implement efficient algorithms,H_SKILL,IMPLEMENT EFFICIENT ALGORITHMS
699,2024-06-28,Deploy,H_SKILL,DEPLOYMENT
699,2024-06-28,Stack,LANG_FRAM,STACK
699,2024-06-28,App Framework,LANG_FRAM,APP FRAMEWORK
699,2024-06-28,Javascript,LANG_FRAM,JAVASCRIPT
699,2024-06-28,TypeScript,LANG_FRAM,TYPESCRIPT
699,2024-06-28,React,LANG_FRAM,REACT
699,2024-06-28,Java,LANG_FRAM,JAVA
699,2024-06-28,REST,LANG_FRAM,REST
699,2024-06-28,GraphQL,LANG_FRAM,GRAPHQL
699,2024-06-28,CI / CD,H_SKILL,CI / CD
699,2024-06-28,GitHub,LANG_FRAM,"VERSION CONTROL (GIT, GITHUB, GITLAB, ETC.)"
699,2024-06-28,CircleCI,LANG_FRAM,CIRCLECI
699,2024-06-28,Cloud,LANG_FRAM,"CLOUD (GC, AWS, AZURE, ETC.)"
699,2024-06-28,AWS,LANG_FRAM,"CLOUD (GC, AWS, AZURE, ETC.)"
699,2024-06-28,Bachelor's degree,REQUIREMENT,BACHELOR'S
699,2024-06-28,Java,LANG_FRAM,JAVA
699,2024-06-28,understanding of backend development,H_SKILL,UNDERSTANDING OF BACKEND DEVELOPMENT
699,2024-06-28,Python,LANG_FRAM,PYTHON
699,2024-06-28,Knowledge of web service architectures,H_SKILL,KNOWLEDGE OF WEB SERVICE ARCHITECTURES
699,2024-06-28,data storage solutions,H_SKILL,DATA STORAGE SOLUTIONS
699,2024-06-28,relational databases,H_SKILL,RELATIONAL DATABASES
699,2024-06-28,PostgreSQL,LANG_FRAM,POSTGRESQL
699,2024-06-28,MS SQL,LANG_FRAM,MS SQL
699,2024-06-28,cloud,LANG_FRAM,"CLOUD (GC, AWS, AZURE, ETC.)"
699,2024-06-28,AWS,LANG_FRAM,"CLOUD (GC, AWS, AZURE, ETC.)"
699,2024-06-28,Azure,LANG_FRAM,"CLOUD (GC, AWS, AZURE, ETC.)"
699,2024-06-28,Docker,LANG_FRAM,DOCKER
699,2024-06-28,DevOps,H_SKILL,DEVOPS
699,2024-06-28,continuous integration/continuous deployment,H_SKILL,CI/CD
699,2024-06-28,CI/CD,H_SKILL,CI/CD
699,2024-06-28,problem,S_SKILL,ANALYTICAL THINKING AND PROBLEM SOLVING
699,2024-06-28,solving,S_SKILL,ANALYTICAL THINKING AND PROBLEM SOLVING
699,2024-06-28,attention to detail,S_SKILL,ATTENTION TO DETAIL
699,2024-06-28,communication and collaboration skills,S_SKILL,COLLABORATION AND TEAMWORK
699,2024-06-28,defeat sophisticated threats,H_SKILL,DEFEAT SOPHISTICATED THREATS
700,2024-06-28,JavaScript,LANG_FRAM,JAVASCRIPT
700,2024-06-28,API,LANG_FRAM,"APIS (SOAP, REST, ETC.)"
700,2024-06-28,working within Scrum environments,H_SKILL,WORKING WITHIN SCRUM ENVIRONMENTS
700,2024-06-28,development methodology,H_SKILL,DEVELOPMENT METHODOLOGY
700,2024-06-28,designing and documenting distributed software architectures,H_SKILL,DESIGNING AND DOCUMENTING DISTRIBUTED SOFTWARE ARCHITECTURES
700,2024-06-28,expertise designing and documenting distributed software architectures,H_SKILL,EXPERTISE DESIGNING AND DOCUMENTING DISTRIBUTED SOFTWARE ARCHITECTURES
700,2024-06-28,Python,LANG_FRAM,PYTHON
700,2024-06-28,Javascript,LANG_FRAM,JAVASCRIPT
700,2024-06-28,Typescript,LANG_FRAM,TYPESCRIPT
700,2024-06-28,React,LANG_FRAM,REACT
700,2024-06-28,Vue.js,LANG_FRAM,VUE.JS
700,2024-06-28,SQL,LANG_FRAM,SQL
700,2024-06-28,MSSQL,LANG_FRAM,MSSQL
700,2024-06-28,Lead,S_SKILL,LEADERSHIP
700,2024-06-28,Javascript,LANG_FRAM,JAVASCRIPT
700,2024-06-28,Javascript,LANG_FRAM,JAVASCRIPT
700,2024-06-28,Typescript,LANG_FRAM,TYPESCRIPT
700,2024-06-28,React,LANG_FRAM,REACT
700,2024-06-28,Vue.js,LANG_FRAM,VUE.JS
700,2024-06-28,SQL,LANG_FRAM,SQL
700,2024-06-28,MSSQL,LANG_FRAM,MSSQL
700,2024-06-28,Bachelor's,REQUIREMENT,BACHELOR'S
700,2024-06-28,Java,LANG_FRAM,JAVA
700,2024-06-28,Java,LANG_FRAM,JAVA
700,2024-06-28,script,LANG_FRAM,SCRIPT
700,2024-06-28,Typescript,LANG_FRAM,TYPESCRIPT
700,2024-06-28,React,LANG_FRAM,REACT
700,2024-06-28,Vue.js,LANG_FRAM,VUE.JS
700,2024-06-28,SQL,LANG_FRAM,SQL
700,2024-06-28,MSSQL,LANG_FRAM,MSSQL
701,2024-06-28,power.,LANG_FRAM,POWER.
701,2024-06-28,Power Europe,LANG_FRAM,POWER EUROPE
701,2024-06-28,work with members,S_SKILL,WORK WITH MEMBERS
701,2024-06-28,provide technical solutions,H_SKILL,PROVIDE TECHNICAL SOLUTIONS
701,2024-06-28,problem,S_SKILL,ANALYTICAL THINKING AND PROBLEM SOLVING
701,2024-06-28,fault identification,H_SKILL,FAULT IDENTIFICATION
701,2024-06-28,logic design,H_SKILL,LOGIC DESIGN
701,2024-06-28,site testing,H_SKILL,TESTING
701,2024-06-28,disciplinary engineering team,H_SKILL,DISCIPLINARY ENGINEERING TEAM
